Call_ID,Raw Transcripts,Preprocessed Transcripts
Yeah, I have claim for a term life insurance that was sold to my brother. Uh and uh. I was told that it would take a time of 3 days to process but it hasn't yet been president. It's 3 weeks. I'm waiting for that money.
Sorry for the inconvenience or for authentication. Can you give can you could you please tell me your brothers name and policy number?
Uh yeah, my brothers name is a mark Ford and his policy number is F3, one 2456.
OK, so Please wait a second I will I will check? What's happening sure sure please.
Yes, Sir I can see you have claimed it but it's not approved by the supervisor uh since we have been suffering from uh. Some health issues from 3 weeks. I'll I'll check it and right away. I will approach.
This this should not happen, I'm applying for a term insurance. I need that money it should not happen.","['good', 'evening', 'life_insurance', 'help', 'claim', 'term', 'life_insurance', 'sell', 'brother', 'time', 'process', 'president', 'week', 'wait', 'money', 'sorry', 'inconvenience', 'authentication', 'brother', 'policy_number', 'brother', 'mark', 'ford', 'policy_number', 'wait', 'second', 'check', 'happen', 'claim', 'approve', 'supervisor', 'suffer', 'health', 'issue', 'week', 'check', 'right', 'away', 'approach', 'happen', 'apply', 'term', 'insurance', 'need', 'money', 'happen']"

389409373,"Hi. Welcome to HTC live? How may I hate you.
Hi I had opted to Click to invest child insurance, but I got a message for beginning of the Click to protect Louis can it can you help me as to what is happening?
Sure, so I shall help you with that for verification purposes mam. Please know your full name and policy number.
Yeah, my name is Daniel Devilliers and my policy number is 12921.
Sure said let me check.
So I'm unable to find this policy number Are you sure this is the right one.
Yeah, I'm pretty sure this is the one.
Give me a moment so.
I see here that this policies for Click to protect plus an has been activated this morning.
I know that is what I'm trying to convey which is wrong, I wanted to invest public to invest.
Chasa.
Policy and you could reapply for Click to invest.
I had build a Phone book like to invest? How did this policy get activated then?
That must have been some error while updating it on the system so uh. I would raise this issue and would get back to you on the same.
I don't want to raise any complaint can you just ensure that Click to invest is initiated instead?
For that you will have to follow the same procedure you had done to initiate the earlier investment.
For no fault of mine. I'm having to do this twice and I'm wasting my time and efforts and no results.
I apologize for the inconvenience.
I don't want to take this investment, I'll look into the matter later.
Uh is there something else that I can assist you with Sir, thank you. Thank you for calling HDFC life have a nice.","['welcome', 'live', 'hate', 'click', 'invest', 'child', 'insurance', 'message', 'beginning', 'click', 'protect', 'louis', 'help', 'happen', 'shall', 'help', 'purpose', 'know', 'policy_number', 'daniel', 'devilliers', 'policy_number', 'check', 'unable', 'policy_number', 'right', 'pretty', 'moment', 'policy', 'click', 'protect', 'plus', 'activate', 'know', 'convey', 'wrong', 'want', 'invest', 'public', 'invest', 'chasa', 'policy', 'reapply', 'click', 'invest', 'build', 'phone', 'book', 'invest', 'policy', 'activate', 'error', 'update', 'raise', 'issue', 'want', 'raise', 'complaint', 'ensure', 'click', 'invest', 'initiate', 'instead', 'follow', 'procedure', 'initiate', 'early', 'investment', 'fault', 'twice', 'waste', 'time', 'effort', 'result', 'apologize', 'inconvenience', 'want', 'investment', 'look', 'matter', 'later', 'assist', 'life', 'nice']"

396054342,"Yeah, my name is Ron and I wanted to know about your Click to investment could you help me with that please.
Phone number.
Uh my Phone number is 425321.
Sure, Sir how may I assist you.
Specifically, I wanted to know what is assignment and How do I assign the policy could you help me?
With that, so assignment is the process by which policyholder transfers all the rights attached to the policy to the assignee.
OK and How do I assign the policy then?
So there are 2 types of assignments. One is the under absolute assignment and the conditional assignment in the under absolute assignment benefits of the policy will be paid to the assignee under all circumstances in the conditional assignment. Uh once the condition is satisfied the policy will revert to the Assigner.
Uh and also can I know uh? What are the types of payment plans available in this?
Yes, so we have monthly.
Quarterly yearly.
These other payment plans available.
Could you please tell me?
So so we have 3006 thousand and 12,000.
Uh OK, so how can I enroll in this?
So actually the payments can be made online and you can enroll by either standing or male or walking into our HDFC Life Branch.
OK sure.
OK, thank you so.
Thank you. Thank you Sir.","['want', 'know', 'click', 'investment', 'help', 'phone_number', 'phone_number', 'assist', 'specifically', 'want', 'know', 'assignment', 'assign', 'policy', 'help', 'assignment', 'process', 'policyholder', 'transfer', 'right', 'attach', 'policy', 'assignee', 'assign', 'policy', 'type', 'assignment', 'absolute_assignment', 'conditional_assignment', 'absolute_assignment', 'benefit', 'policy', 'assignee', 'circumstance', 'conditional_assignment', 'condition', 'satisfy', 'policy', 'revert', 'assigner', 'know', 'type', 'payment_plan', 'available', 'monthly', 'quarterly', 'yearly', 'payment_plan', 'available', 'thousand', 'enroll', 'actually', 'payment', 'online', 'enroll', 'standing', 'male', 'walk', 'life', 'branch']"

398009874,"Good afternoon, HDFC life my name is Sky how may I help you.
Hawaii good after my head purchase the answer insurance and wanted to know how to pay the premiums.
Show mom uh but before that could you please tell me your full name and policy number?
Angel and my policy memories zed 12.
38.
Show my uh so have you already registered online with HDFC life?
No, I haven't. But I do not have the time since I have already crossed the date to pay my.
Premium.
OK mom, not an issue so the policy premium can also be paid via net banking credit card or debit card and you can also pay it through the debit card with pin.
Wonderful I will make the payment via net banking, then thank.
You so much OK mom. That's not an issue uh. But for future premium payments do kindly register online with HDFC life or hassle free payments.
Sure also one more thing while uh paying via net banking what I do, I mention in remarks.
So my mobile uh paying through the net banking could you just make sure that you enter your policy number space your name?
Oh, OK, I have one more question uh do to them. My work stress. I I I've forgotten to do that every month. Do you have a Guinea or anything else in the monthly or something in that way.
If I'm so when you see online. Uh you can also opt for the monthly quarterly or annually and that would be done.
That OK can I do that in the online itself?
Yes, yes, you can OK thank you then.
Alright, thank you for calling HD FC have a pleasant day.","['good', 'help', 'hawaii', 'good', 'head', 'purchase', 'answer', 'insurance', 'want', 'know', 'premium', 'policy_number', 'angel', 'policy', 'memorie', 'register_online', 'time', 'cross', 'date', 'premium', 'issue', 'policy', 'premium', 'net_banking', 'credit', 'card', 'debit_card', 'debit_card', 'wonderful', 'payment', 'net_banking', 'issue', 'future', 'premium', 'payment', 'kindly', 'register_online', 'hassle', 'free', 'payment', 'thing', 'uh_pay', 'net_banking', 'mention', 'remark', 'mobile', 'uh_pay', 'net_banking', 'enter', 'policy_number', 'space', 'question', 'work', 'stress', 'forget', 'month', 'guinea', 'monthly', 'online', 'monthly', 'quarterly', 'annually', 'online', 'alright', 'pleasant']"

450918322,"Welcome to HDFC this is Alexa how may I help you.
Yeah, Hi Alexa, uh actually I'm interested in your project 3D plus term insurance plan. Could you help me register with it please?
Yeah, it can be possible Sir 04 this processing. I need some details of yours.
Yeah, sure go ahead.
Can you please tell me your name and mobile number?
Yeah, my name is Enzo Ferrari and uh my mobile number is 3457214368.
We need some age also can we tell me the date of birth.
My date of birth is 19 August 1989.
Thank you Sir.
Teorie age, you have some options of 4 in the 3D project, plus plan. Uh and what the payment mood. He wanted to uh uh going for the easy so a monthly payment or quarterly or yearly.
Month monthly I'm opting for monthly plan OK.
Thank you, Sir and in the monthly plan, you have uh some interesting.
Oh options also that's a great decision. You're taking OK. Oh, Please wait a minute. It's going to be processed.
Yeah.
Uh sorry or your application has been processed you'll get a notification in it, 24 hours of time.
OK is that it uh do I have to do anything else?
Taking an entire thing in.","['welcome', 'help', 'actually', 'interested', 'project', 'plus', 'term', 'insurance', 'plan', 'help', 'register', 'possible', 'processing', 'need', 'ahead', 'mobile_number', 'enzo', 'ferrari', 'mobile_number', 'need', 'date', 'birth', 'date', 'birth', 'august', 'thank_sir', 'teorie', 'option', 'project', 'plus', 'plan', 'payment', 'mood', 'want', 'easy', 'monthly', 'payment', 'quarterly', 'yearly', 'month', 'monthly', 'monthly_plan', 'thank_sir', 'monthly_plan', 'interesting', 'option', 'great', 'decision', 'wait', 'minute', 'process', 'sorry', 'application', 'process', 'notification', 'hour', 'time', 'entire', 'thing']"

484271384,"Hello this is Alexa from HDFC life? How may I help you today.
I called you just a couple of days back regarding my premium payment. You told me that it will reflect within 12 hours, but it is not reflecting.
Uh sorry for the issues uh for confirmation Mail? Can I know the policy number and the Phone number?
Yeah, uh my policy number is KLM 456.
7 eight and my mobile number is 8715678910.
OK, so uh give me a moment please. I'll check in my system.
What moment every time you are saying this? This is ridiculous I have not this is not reflecting my payment URA continuously. Irritating me with your messages. You need to escalate this. I you talk too. I want to talk to your seniors.
I need to check in my system then if it is any problem then I'll escalate this issue.
Check quickly.
Uh so I think and seen my system. I don't know why it is getting but it is not really reflected in our records also you're saying like uh your uh your paid already.
Do you want me to send you? The email with my account statement my receipt of payment? What is this?
Sorry Sir I can't say to the directly for you. Uh I'll I'll I'll escalate it to it. My supervisor so he can handle the things I don't have a right to do now in myself.","['hello', 'life', 'help', 'today', 'couple', 'regard', 'premium', 'payment', 'reflect', 'hour', 'reflect', 'sorry', 'issue', 'confirmation', 'mail', 'know', 'policy_number', 'phone', 'number', 'policy_number', 'mobile', 'number', 'moment', 'check', 'moment', 'time', 'ridiculous', 'reflect', 'payment', 'continuously', 'irritate', 'message', 'need', 'escalate', 'talk', 'want', 'talk', 'senior', 'need', 'check', 'problem', 'escalate', 'issue', 'check', 'quickly', 'think', 'know', 'reflect', 'record', 'want', 'send', 'email', 'account', 'statement', 'receipt', 'payment', 'sorry', 'directly', 'escalate', 'supervisor', 'handle', 'thing', 'right']"

485256326,"Good afternoon, HDFC Life customer care. This is Alex how may I help you today.
I wanted to know about a retirement plan can you explain me briefly about that?
Yeah, sure man, but please. Can I have your name and mobile number before that.
Who is Angel and my mobile number is 9234567?
Pokémon.
So indeed retirement plan, you have.
Multiple benefits that you get along with this plan, you get vesting benefits.
On survival till the westing Dayton on off full payment premium do 2 or throughout the policy term, you will receive higher of the following sum assured investing plus secured bonuses you will get death benefits, an also tax benefits you will have a lot of tax saving ma'am in this plan, plus you have options to play or premium annually half yearly quarterly and monthly.
And you can choose the premium amount that you want to play with this plan.
Oh, that's cool uh? How many get this policy.
I'm you can avail this policy, either online or I can have one of our agents get in touch with you do you want to buy this policy right now?
Is?
I think one more time I'll let you I'll let you know whether I need or not.
Yeah, sure mom is there anything else that I can help you with.
I think no uh.","['good', 'life', 'customer', 'care', 'help', 'today', 'want', 'know', 'retirement_plan', 'explain', 'briefly', 'mobile_number', 'angel', 'mobile_number', 'pokémon', 'retirement_plan', 'multiple', 'benefit', 'plan', 'vest', 'benefit', 'survival', 'till', 'weste', 'dayton', 'payment', 'premium', 'policy', 'term', 'receive', 'high', 'follow', 'assure', 'invest', 'plus', 'secure', 'bonus', 'death', 'benefit', 'benefit', 'saving', 'plan', 'plus', 'option', 'play', 'premium', 'annually', 'half', 'yearly', 'quarterly', 'monthly', 'choose', 'premium', 'want', 'play', 'plan', 'cool', 'policy', 'avail', 'policy', 'online', 'agent', 'touch', 'want', 'policy', 'right', 'think', 'time', 'know', 'need', 'help', 'think']"

487681759,"How may I help you?
Hi my name is Ron and I want to enroll in the Click to invest plan.
Could.
You please help me.
Phone number.
As I said, and my number is 421513.
OK so uh so how would you like to enroll for this should I go ahead right now would you like to do it online or should I send an agent to you?
Uh So what how much time will it take if you send an agent to my address?
So sorry if he comes tomorrow and will collect the documents. It would take about 2 working days for the insurance policy to kick in and your premiums to get started.
Uh OK and uh may I know please. Uh what will be the document that would be required.
Sure, so, so you would need a passport size photograph. The document for the insurance policy and you're a copy of health tested copy of your other card.
Uh you one quick doubt do I need to submit the my pay slips uh for this uh Click to invest plan.
Windsor actually 12 Android policy, we would ask you to upload these online so that would be a procedure.
OK so but for enrolling purposes. I do not have need to have the payment sleep with me.
Know so you just have to mention in the document that you know what is your annual payment that should do.
OK so please send the agent to my address.","['help', 'want', 'enroll', 'click', 'invest_plan', 'help', 'phone', 'number', 'number', 'enroll', 'ahead', 'right', 'online', 'send', 'agent', 'time', 'send', 'agent', 'address', 'sorry', 'come', 'tomorrow', 'collect', 'document', 'work', 'insurance_policy', 'kick', 'premium', 'start', 'know', 'document', 'require', 'need', 'passport', 'size', 'photograph', 'document', 'insurance_policy', 'copy', 'health', 'test', 'copy', 'card', 'quick', 'doubt', 'need', 'submit', 'slip', 'click', 'invest_plan', 'windsor', 'actually', 'android', 'policy', 'upload', 'online', 'procedure', 'enrol', 'purpose', 'need', 'payment', 'sleep', 'know', 'mention', 'document', 'know', 'annual', 'payment', 'send', 'agent', 'address']"

489590137,"Good morning, welcome to help you today.
Good morning. Actually, I have a health easy health plan, but I and I in a week back. I have claimed for uh a daily hospital cash back. But I didn't get it and still I got a notification that your not eligible for that may know the reason please.
Uh I'm sorry for that man Uh May. I know please know your full name and policy number.
I think you have a summer registration number and everything you have and you have a lot of procedures and you're not still giving a better services. and I see I said they won't do like did they have uh some good service, you're not providing that.
I'm sorry, ma'am, but uh to check whether you are a what a actually happened, I will need you in full name and policy number? Can you please provide that so that I can see?
OK my name is Alexa and my policy number is 12345.
Just wait a minute, I'll check in the system.
Yeah, as I can see uh you are eligible for the claim amount and I think this might have been the problem because uh some error in the system. If you want. I'll process your claim right away.
OK, please process it.
Show mam a claim a would take a 24 hours a day to process and then you'll have your money.
OK, Please don't do this again make sure you have a good services.","['welcome', 'help', 'today', 'actually', 'health', 'easy', 'health', 'plan', 'week', 'claim', 'daily', 'hospital', 'cash', 'notification', 'eligible', 'know', 'reason', 'sorry', 'know', 'know', 'policy_number', 'think', 'summer', 'registration', 'number', 'procedure', 'service', 'good_service', 'provide', 'sorry', 'check', 'actually', 'happen', 'need', 'policy_number', 'provide', 'policy_number', 'wait', 'minute', 'check', 'eligible', 'claim', 'think', 'problem', 'error', 'want', 'process', 'claim', 'right', 'away', 'process', 'claim', 'hour', 'process', 'money', 'good_service']"

524243775,"Good morning, HDFC life my name is Kai how may I help you.
Hi I paid my premium on time. But I'm still getting an SMS stating that my payment is spending What is this?
I will help you with the same for verification purposes. May I know your name and policy number.
My name is Alex an my policy number is 8297989.
Kindly give me a moment please.
You can see that I had the.
Young star.
Turns plan.
I can see that on my system uh so, so the premium of the month of January has not been paid.
What how is that possible I paid it yesterday myself? It's been deducted from my bank account?
So I'm really sorry, but may I kindly know what time was the payment made?
Around 12:30 in the morning yesterday.
Not an issue saw it usually takes 12 hours for the payment to get updated on the systems kindly ignore the message you received today.
I don't want to keep calling you guys again and again for this purpose.
Yes, so you would receive a confirmation message regarding payment in 12 hours.
You sure?
Yes, so.
OK.
Is there anything else that I could help you with?
No, that's it if you say that will be?","['good', 'life', 'help', 'premium', 'time', 'state', 'payment', 'spend', 'help', 'purpose', 'know', 'policy_number', 'policy_number', 'kindly', 'moment', 'young', 'star', 'turn', 'plan', 'premium', 'month', 'january', 'possible', 'yesterday', 'deduct', 'bank', 'account', 'sorry', 'kindly', 'know', 'time', 'payment', 'yesterday', 'issue', 'usually', 'hour', 'payment', 'update', 'kindly', 'ignore', 'message', 'receive', 'today', 'want', 'purpose', 'receive', 'confirmation', 'message', 'regard', 'payment', 'hour', 'help']"

590463931,"Good afternoon, HDFC Life customer care. This is Alex how may I help you today.
Hi I have actually taken a unit link plan.
But I didn't know what my premium was could you just tell me.
OK mom, so please. Can I have your policy number for that.
Shut my policy number is FA236.
OK mom so.
As I can see you have half yearly payments.
Uh.
The premium payments are ₹12,000.
Is it possible for me to change it quarterly instead of half yearly?
Yeah, sure man you can change it, but like as I can see this is the first 1/2 year of your payment, so once you make the first half yearly payment, then you can change it.
Are you sure? Can I not do that before it?
No mam I think your agent must have told you this already but the 1st.
Uh.
Installment you'll have to make and after that, we can make it to quarterly.
Alright, what will be the premium amount before quarterly then.
Uh the premium for quarterly is ₹6000, ma'am.
Oh, alright, a fine? How do I make this change?
Uh.
If you want me to initiate it for you, I can do that.
Yeah, please do.
OK mom, I'll initiated is there anything else that you need.","['good', 'life', 'customer', 'care', 'help', 'today', 'actually', 'unit', 'link', 'plan', 'know', 'premium', 'policy_number', 'shut', 'policy_number', 'half_yearly', 'payment', 'premium', 'payment', 'possible', 'change', 'quarterly', 'instead', 'half_yearly', 'change', 'year', 'payment', 'half_yearly', 'payment', 'change', 'think', 'agent', 'installment', 'quarterly', 'alright', 'premium', 'quarterly', 'premium', 'quarterly', 'alright', 'fine', 'change', 'want', 'initiate', 'initiate', 'need']"

598325124,"Hello HDFC life this is Alexa how may I help you.
A.
Graph and so I wanted to know about your CSC term plan.
Up please could you give me some information about the CSC.
Plan yeah, sure so can I know your name?
Please.
This.
Is given?
OK, Kevin I'll help you with that.
Uh that CSE.
Plan it as your term plan.
It has a low-cost.
And simple to understand the history of the term insurance plan.
This actually I've seen.
Life term plan is aimed to rural areas to facilitate inclusion of rural population into maintaining some insurance.
This actually is a term.
Plan provides the lump sum amount to the family in the event of the death of insured.
The lower premiums.
In the HDFC life term plan.
In short affordability.
And the nominee receives.
Hire some measured or 10 times the annualized premium R1 or 5 percentage of the total premium paid as on the date of the debt.
So the tax benefits on the premium.
Paid under 80 C of the Income Tax Act 1961 the.
Entry age is.
Like 18.
Years.
And the policy.
Term is policy term.
Is 5 years the sham assured you will get a minimum of 30,000 and maximum of two lag?
And you can pay the.
Payment frequency like a monthly quarterly or semi annualized.
Manually also.
Me and my Mount premium amount is like a 5000.
4 month.
OK.
So.
How do I avail this policy?
Oh, you can get in the uh.
In the online also you can you can get in the Mail also we can get you for a agent?
OK.
Thank you.
Anything.
Other than this, you need.
Sir.
Thank you so much. Thank you have a nice day. Sir.","['hello', 'help', 'graph', 'want', 'know', 'term_plan', 'information', 'plan', 'know', 'kevin', 'help', 'plan', 'term_plan', 'cost', 'simple', 'understand', 'history', 'term', 'insurance', 'plan', 'actually', 'life_term', 'plan', 'rural', 'area', 'facilitate', 'inclusion', 'rural', 'population', 'maintain', 'insurance', 'actually', 'term_plan', 'provide', 'lump', 'family', 'event', 'death', 'insure', 'premium', 'term_plan', 'short', 'affordability', 'nominee', 'receive', 'hire', 'measure', 'time', 'annualize', 'premium', 'percentage', 'total', 'premium_pay', 'date', 'debt', 'benefit', 'premium_pay', 'income', 'entry', 'year', 'policy_term', 'policy_term', 'year', 'sham', 'assure', 'minimum', 'maximum', 'payment', 'frequency', 'monthly', 'quarterly', 'semi', 'annualize', 'manually', 'mount', 'premium', 'month', 'avail', 'policy', 'online', 'mail', 'agent', 'need', 'nice']"

600759779,"My name is guy how may I help you.
Hi I wanted to know How do I check my Phone value of my policy for the child insurance?
So before that, for verification purposes. May I know your full name and policy number.
My name is yes, my name is David and my policy number is 8234 K.
1 second.
So you can check the fund value of your policy under policy summary section of my account.
Actually, I have not registered online is there any other way.
Yes, so you may also register for the estimates on the move facility.
Why do you guys have so many registration process is icy icy insurance does not have so many registration procedures? Can you tell me an easy way out?
Yes, uh.
No Sir I see that this is a one time registration process and you do not have to do anything post that and would be getting continuous updates.
Fine. I'll do that.
So you can register for this service by typing Reg space policy number and 20, two 5676727.
All right.
Please note so that this is only for unit linked policy.
One thing uh is there are there any charges applicable for this uh SMS?
Yes, or it will be as per the service provider.
OK, I got it.
Jessa is there anything else, I may assist you with.
No thank you. That should be or maybe you can ease out with your registration process is perhaps.
OK, so sure thank you for calling HDFC life have a pleasant day.","['help', 'want', 'know', 'check', 'phone', 'value', 'policy', 'child', 'insurance', 'purpose', 'know', 'policy_number', 'david', 'policy_number', 'second', 'check', 'fund', 'value', 'policy', 'policy', 'summary', 'section', 'account', 'actually', 'register', 'online', 'register', 'estimate', 'facility', 'registration_process', 'insurance', 'registration', 'procedure', 'easy', 'time', 'registration_process', 'post', 'continuous', 'update', 'fine', 'register', 'service', 'type', 'space', 'policy_number', 'right', 'note', 'unit', 'link', 'policy', 'thing', 'charge', 'applicable', 'service', 'provider', 'jessa', 'assist', 'maybe', 'ease', 'registration_process', 'life', 'pleasant']"

637228575,"Hello AHDFC life this is Alexa how may help you today.
Hi I wanted to know How do I find my fun value for my uh protect plus?
Plan.
Sir do you have your policy with resistor?
Yeah, I have a policy registered with you guys.
OK, for verification purposes. May I know your full name and policy number, please.
My name is given and my policy number is.
KLM 45678.
You can check the fund value of your policy under policy summary section of my account.
Oh, I'm not registered online is there any other way.
Uh you may also register for the SMS on the move facility so.
Why do you guys have so many registration processes? I see I see I insurance does not have so many registration procedures?
Can you tell me an easy way out or should I move too? I see I see I?
So this is just a one time registration process and you do not have to anything post that and would be getting continuous updates.
OK, I will do that.
You can do this to for this service by typing Reg space.
Policy number and send it to the 5676727.
OK.","['hello', 'ahdfc', 'life', 'help', 'today', 'want', 'know', 'value', 'protect', 'plus', 'plan', 'policy', 'resistor', 'policy', 'register', 'purpose', 'know', 'policy_number', 'policy_number', 'check', 'fund', 'value', 'policy', 'policy', 'summary', 'section', 'account', 'register', 'online', 'register', 'facility', 'registration_process', 'insurance', 'registration', 'procedure', 'easy', 'time', 'registration_process', 'post', 'continuous', 'update', 'service', 'type', 'space', 'policy_number', 'send']"

728913141,"Welcome to HDFC life my name is guy how may I help you.
Hi Uh, I had paid my premium on time, but why do I still get SMS stating that my payment is pending?
The same I mean, I know which a plan and what is your policy number?
Yeah, my plan is youngster super premium and my policy number is uh a 5126.
Sorry Sir, but this states that it is a young star plan.
Yeah, it may be a youngster plan. Uh I'm a little bit confused with the names.
Yes, right is youngstar plan.
OK, so but tell me a why am I still getting the uh SMS stating that my payment is pending.
So actually I see on the system that you have premium of the month of January is not being paid.
How is that possible I paid it yesterday?
What time you made the payment?
12:30 AM.
Not a problem it takes 12 hours for the payment to get updated on the systems. You could ignore the message.
Received today
Are you sure right? I don't want to keep calling again and again for the silly purpose?
Yes, Sir you would receive a confirmation message regarding the payment in.
OK sure.
Is there anything else that I may assist you with?
Thank you for calling HDFC life have a nice day.","['welcome', 'help', 'premium', 'time', 'sms_state', 'payment', 'pende', 'mean', 'know', 'plan', 'policy_number', 'plan', 'youngster', 'super', 'premium', 'policy_number', 'sorry', 'state', 'young', 'star', 'plan', 'youngster', 'plan', 'little', 'confused', 'right', 'youngstar', 'plan', 'sms_state', 'payment', 'pende', 'actually', 'premium', 'month', 'january', 'possible', 'yesterday', 'time', 'payment', 'problem', 'hour', 'payment', 'update', 'ignore', 'message', 'receive', 'today', 'right', 'want', 'silly', 'purpose', 'receive', 'confirmation', 'message', 'regard', 'payment', 'assist', 'nice']"

737900965,"Good morning, is DFC life my name is Kai how may I help you.
Premium on time? Why do I still get SMS stating that payment is pending.
Ah Yes, Sir I should help you with the same uh but for verification purposes. May I please know your name and policy number.
Yeah, my name is Samson and my policy number is 13492.
Show some kindly give me a moment please.
OK.
As I can see on my system only the premium of the month of January has not been paid.
How is that possible I have paid it yesterday itself?
So may I kindly know what time was a payment made?
Around 12:30 AM.
Not an issue so it actually takes 12 hours for the payment to get updated on the system. Uh please kindly ignore the message received today.
You sure right, I don't want to keep calling again, and again for this purpose.
Did you receive a confirmation message regarding the payment in 12 hours of the time?
OK sure.
Is there anything else that I can help you with?
Thank you for calling HDFC life have a pleasant day.
Oh.","['good', 'life', 'help', 'premium', 'time', 'state', 'payment', 'pende', 'help', 'purpose', 'know', 'policy_number', 'samson', 'policy_number', 'kindly', 'moment', 'premium', 'month', 'january', 'possible', 'yesterday', 'kindly', 'know', 'time', 'payment', 'issue', 'actually', 'hour', 'payment', 'update', 'kindly', 'ignore', 'message', 'receive', 'today', 'right', 'want', 'purpose', 'receive', 'confirmation', 'message', 'regard', 'payment', 'hour', 'time', 'help', 'life', 'pleasant']"

751300664,"Good morning, is DFC life customer care. This is Alex how may I help you today.
My father had taken up a policy which he had uh you know uh. There was an agent who are coming to our place to sell this policy and he wanted. I was not present physically at home, so this man told us that you know you, he my father could uh give my 10 certificate and he has forged my signature and he has assumed that we already have bought the policy and we're getting payment notifications. I'm not understanding what is happening.
OK mom, so please may I know the policy number by which you're getting these requests.
It's F8B62.
On your name please.
My name is Sky.
I can see a this policy is under the name of a Mister Miyagi.
Yes, that's true.
OK, so.
And it shows U uh, yeah, Mister Sky is the nominee.
Ann.
I don't see anything wrong with the policy here.
But that's not the issue. We never opted for the policy. You're stupid agent to get some Stupid Commission has forged my signature and now we're getting messages to pay premiums? Why should I do that. I don't even want the policy in the 1st place.
Pokémon, but you'll need to write a complaint to HDFC life at the rate customer care.com.
At least 8 times, I have heard no response. This is ridiculous. I am going to really show you guys. I'm gonna take you to the code. This is not done. You guys are sending me a premium messages. Then you guys are sending me threatening emails after if I don't pay, I will be charged a penalty. I'm going to really show you guys.
I'm really sorry man, but I cannot help you with this, I'll have one of my supervisor.","['good', 'life', 'customer_care', 'help', 'today', 'father', 'policy', 'know', 'agent', 'come', 'place', 'sell', 'policy', 'want', 'present', 'physically', 'home', 'know', 'father', 'certificate', 'forge_signature', 'assume', 'policy', 'payment', 'notification', 'understand', 'happen', 'know', 'policy', 'number', 'request', 'policy', 'mister', 'miyagi', 'true', 'mister', 'nominee', 'wrong', 'policy', 'issue', 'policy', 'stupid', 'agent', 'stupid', 'commission', 'forge_signature', 'message', 'premium', 'want', 'policy', 'place', 'pokémon', 'need', 'write', 'complaint', 'life', 'rate', 'customer_care', 'time', 'hear', 'response', 'ridiculous', 'code', 'send', 'premium', 'message', 'send', 'threaten', 'email', 'charge', 'penalty', 'sorry', 'help', 'supervisor']"

767021466,"Hello this is Alexa how may I help you.
I want to buy your CSC term plan.
Please can you guide me with that.
Uh yeah, so uh for the verification and confirmation mails can can I know your name on the mobile number please.
Yeah, my name is Kevin and my mobile number is.
8715678911.
Thank you, Sir I'll check I'll check with that and I'll help you the terms and conditions. Uh do you know? The procedure for this? How how the premiums and?
Yeah, I you just tell me how I need to uh avail this plan. I want to buy it.
OK uh uh did you contact it to any agency in the HDFC life care before?
No, no, I don't want to do it through an agent can't I do it online.
Yeah, you can do it down later just I'm asking for you.
Did any agent? I just called customer care to know about this plan?
OK. Sorry. If you want to do it in the online you can log into the HDFC life dot and you can you can get a like a registration in that you have to submit the you you can get available offer documents you need to submit and you need to write you have. You need to write to some details on that pan card. Another card details. Then you have to scan it and upload it in the portal call you after resisting.
You get the option like my account and upload the document. After that, you will get the confirmation in a 20.","['hello', 'help', 'want', 'term', 'plan', 'guide', 'confirmation', 'mail', 'know', 'mobile_number', 'kevin', 'mobile_number', 'check', 'check', 'help', 'term', 'condition', 'know', 'procedure', 'premium', 'need', 'avail', 'plan', 'want', 'contact', 'agency', 'care', 'want', 'agent', 'online', 'later', 'agent', 'customer', 'care', 'know', 'plan', 'sorry', 'want', 'online', 'registration', 'submit', 'available', 'offer', 'document', 'need', 'submit', 'need', 'write', 'need', 'write', 'card', 'card', 'scan', 'upload', 'portal', 'resist', 'option', 'account', 'upload', 'document', 'confirmation']"

785577441,"Hello this is Alexa HDFC life? How would I help you.
Good afternoon this is Kevin I called yesterday regarding the pension plus plan. So I just wanted to know how should I uh. I want to avail that plan so how should I register for that.
Uh yeah, sure Kevin I will help you with that uh can.
A can you tell me a?
Phone number for a records. I need to angry for something.
My Phone number is 871-567-8910.
OK, thank you. Kevin Oh, OK, you would would you like to take it on uh Oh online or?
Should I send any agent for you?
Is it possible to take it online?
Yeah, it will possible.
So yeah, can you tell me the procedure for taking it online? I want to do it myself, yeah, sure if you want to go with the online.
Term plus plans you can go with a free number 1-800-266-9777.
Or you can.
Contact us at
Buy online at HDFC life dot in.
OK, so.
Yeah, this a pension plus plan that is a term plan, only right.
Yes, that is a term plan.
OK, so.
If I uh when I call you call County register for this on your website.
Yeah, we you can resistor or for submitting any documents or any other query after premium amount you can write us at online query at HDFC live dot.
In or
You can call us on toll free number 1-800-266-0315 you.","['hello', 'help', 'good', 'kevin', 'yesterday', 'regard', 'pension_plus', 'plan', 'want', 'know', 'want', 'avail', 'plan', 'register', 'kevin', 'help', 'phone_number', 'record', 'need', 'angry', 'phone_number', 'kevin', 'online', 'send', 'agent', 'possible', 'online', 'possible', 'procedure', 'online', 'want', 'want', 'online', 'term', 'plus_plan', 'free_number', 'contact', 'online', 'pension_plus', 'plan', 'term_plan', 'right', 'term_plan', 'county', 'register', 'website', 'resistor', 'submit', 'document', 'query', 'premium', 'write', 'online', 'query', 'live', 'toll', 'free_number']"

800562374,"Hello ma'am, Good afternoon how may I help you.
Height.
